bike_id,vehicle_type_id,lat,lon,is_reserved,is_disabled,current_range_m,last_reported,current_zone_id
GLW_B0244,cargo_v1,55.855358,-4.261058,False,False,,2026-05-23T07:39:01.534719Z,GLW_Z027
GLW_B0245,ebike_v2,55.867421,-4.300642,False,False,17485,2026-05-23T07:39:01.534728Z,GLW_Z026
GLW_B0246,ebike_v2,55.85852,-4.24943,False,False,18978,2026-05-23T07:39:01.534735Z,GLW_Z057
GLW_B0247,standard_v1,55.890307,-4.33029,False,False,,2026-05-23T07:39:01.534742Z,GLW_Z019
GLW_B0248,standard_v1,55.862194,-4.272387,False,False,,2026-05-23T07:39:01.534749Z,GLW_Z009
GLW_B0249,ebike_v2,55.874986,-4.264508,False,True,19046,2026-05-23T07:39:01.534756Z,GLW_Z011
GLW_B0250,standard_v1,55.888749,-4.226146,False,False,,2026-05-23T07:39:01.534762Z,GLW_Z051
GLW_B0251,standard_v1,55.85863,-4.206668,False,False,,2026-05-23T07:39:01.534769Z,GLW_Z041
GLW_B0252,standard_v1,55.873694,-4.250842,False,False,,2026-05-23T07:39:01.534775Z,GLW_Z043
GLW_B0253,ebike_v2,55.849016,-4.281029,False,False,17894,2026-05-23T07:39:01.534783Z,GLW_Z001
GLW_B0254,ebike_v2,55.884489,-4.229559,False,False,10035,2026-05-23T07:39:01.534790Z,GLW_Z038
GLW_B0255,standard_v1,55.873283,-4.251085,False,False,,2026-05-23T07:39:01.534797Z,GLW_Z043
GLW_B0256,ebike_v2,55.877811,-4.282951,False,False,17667,2026-05-23T07:39:01.534804Z,GLW_Z058
GLW_B0257,standard_v1,55.87916,-4.252034,False,False,,2026-05-23T07:39:01.534811Z,GLW_Z024
GLW_B0258,ebike_v2,55.875851,-4.237157,False,False,32816,2026-05-23T07:39:01.534818Z,GLW_Z048
GLW_B0259,ebike_v2,55.849368,-4.265282,False,False,27523,2026-05-23T07:39:01.534825Z,GLW_Z035
GLW_B0260,standard_v1,55.856219,-4.304305,False,False,,2026-05-23T07:39:01.534832Z,GLW_Z056
GLW_B0261,standard_v1,55.836111,-4.230733,False,False,,2026-05-23T07:39:01.534838Z,GLW_Z059
GLW_B0262,ebike_v2,55.865426,-4.284559,False,False,30291,2026-05-23T07:39:01.534876Z,GLW_Z037
GLW_B0263,ebike_v2,55.857892,-4.255876,False,False,9823,2026-05-23T07:39:01.534889Z,GLW_Z014
GLW_B0264,ebike_v2,55.870021,-4.294345,False,False,30045,2026-05-23T07:39:01.534898Z,GLW_Z030
GLW_B0265,standard_v1,55.862694,-4.271196,False,True,,2026-05-23T07:39:01.534907Z,GLW_Z052
GLW_B0266,standard_v1,55.857926,-4.255617,False,False,,2026-05-23T07:39:01.534914Z,GLW_Z014
GLW_B0267,cargo_v1,55.864845,-4.275037,False,True,,2026-05-23T07:39:01.538974Z,GLW_Z004
GLW_B0268,ebike_v2,55.855336,-4.260984,False,False,21774,2026-05-23T07:39:01.539012Z,GLW_Z027
GLW_B0269,ebike_v2,55.879446,-4.251967,False,False,20309,2026-05-23T07:39:01.539026Z,GLW_Z024
GLW_B0270,standard_v1,55.873622,-4.238076,False,False,,2026-05-23T07:39:01.539035Z,GLW_Z006
GLW_B0271,standard_v1,55.861031,-4.263499,False,False,,2026-05-23T07:39:01.539042Z,GLW_Z023
GLW_B0272,cargo_v1,55.861939,-4.251485,False,False,,2026-05-23T07:39:01.539049Z,GLW_Z015
GLW_B0273,ebike_v2,55.861024,-4.345874,False,False,19342,2026-05-23T07:39:01.539057Z,GLW_Z047
GLW_B0274,ebike_v2,55.854573,-4.24527,False,False,34524,2026-05-23T07:39:01.539064Z,GLW_Z010
GLW_B0275,ebike_v2,55.872654,-4.250969,False,True,14752,2026-05-23T07:39:01.539102Z,GLW_Z043
GLW_B0276,ebike_v2,55.871758,-4.277623,False,False,9595,2026-05-23T07:39:01.539115Z,GLW_Z005
GLW_B0277,standard_v1,55.861843,-4.255433,False,False,,2026-05-23T07:39:01.539125Z,GLW_Z016
GLW_B0278,cargo_v1,55.856158,-4.304077,False,False,,2026-05-23T07:39:01.539133Z,GLW_Z056
GLW_B0279,ebike_v2,55.836125,-4.230939,False,False,18507,2026-05-23T07:39:01.539141Z,GLW_Z059
GLW_B0280,ebike_v2,55.861835,-4.25523,False,False,17846,2026-05-23T07:39:01.539149Z,GLW_Z016
GLW_B0281,ebike_v2,55.842115,-4.2651,False,False,28512,2026-05-23T07:39:01.539157Z,GLW_Z018
GLW_B0282,cargo_v1,55.882408,-4.250508,False,False,,2026-05-23T07:39:01.539191Z,GLW_Z044
GLW_B0283,ebike_v2,55.872854,-4.250981,False,False,17826,2026-05-23T07:39:01.539203Z,GLW_Z043
GLW_B0284,standard_v1,55.872566,-4.259595,False,False,,2026-05-23T07:39:01.539213Z,GLW_Z025
GLW_B0285,cargo_v1,55.865694,-4.242634,False,False,,2026-05-23T07:39:01.539220Z,GLW_Z055
GLW_B0286,standard_v1,55.85528,-4.261036,False,False,,2026-05-23T07:39:01.539227Z,GLW_Z027
GLW_B0287,standard_v1,55.859195,-4.263881,False,False,,2026-05-23T07:39:01.539234Z,GLW_Z042
GLW_B0288,ebike_v2,55.864127,-4.239392,False,False,10384,2026-05-23T07:39:01.539242Z,GLW_Z054
GLW_B0289,ebike_v2,55.861253,-4.272355,False,False,14844,2026-05-23T07:39:01.539249Z,GLW_Z013
GLW_B0290,cargo_v1,55.856299,-4.304094,False,False,,2026-05-23T07:39:01.539281Z,GLW_Z056
GLW_B0291,cargo_v1,55.861218,-4.272137,False,False,,2026-05-23T07:39:01.539293Z,GLW_Z013
GLW_B0292,standard_v1,55.861763,-4.255532,False,False,,2026-05-23T07:39:01.539327Z,GLW_Z016
GLW_B0293,standard_v1,55.859919,-4.288469,False,False,,2026-05-23T07:39:01.539339Z,GLW_Z021
GLW_B0294,standard_v1,55.869957,-4.238248,False,False,,2026-05-23T07:39:01.539347Z,GLW_Z017
GLW_B0295,cargo_v1,55.86083,-4.345684,False,False,,2026-05-23T07:39:01.539354Z,GLW_Z047
GLW_B0296,ebike_v2,55.855572,-4.260947,False,True,26130,2026-05-23T07:39:01.539362Z,GLW_Z027
GLW_B0297,standard_v1,55.848316,-4.271986,False,False,,2026-05-23T07:39:01.539369Z,GLW_Z060
GLW_B0298,standard_v1,55.861483,-4.250924,False,False,,2026-05-23T07:39:01.539376Z,GLW_Z015
GLW_B0299,standard_v1,55.88243,-4.250297,False,False,,2026-05-23T07:39:01.539382Z,GLW_Z044
GLW_B0300,ebike_v2,55.875476,-4.237132,False,False,31603,2026-05-23T07:39:01.539389Z,GLW_Z048
GLW_B0301,standard_v1,55.848858,-4.264915,False,False,,2026-05-23T07:39:01.539424Z,GLW_Z035
GLW_B0302,standard_v1,55.86421,-4.275107,False,False,,2026-05-23T07:39:01.539436Z,GLW_Z004
GLW_B0303,ebike_v2,55.864826,-4.275309,False,False,31172,2026-05-23T07:39:01.539446Z,GLW_Z004
GLW_B0304,standard_v1,55.854809,-4.245593,False,False,,2026-05-23T07:39:01.539453Z,GLW_Z010
GLW_B0305,ebike_v2,55.873711,-4.25149,False,True,25439,2026-05-23T07:39:01.539461Z,GLW_Z043
GLW_B0306,ebike_v2,55.869383,-4.308785,False,False,17394,2026-05-23T07:39:01.539468Z,GLW_Z036
GLW_B0307,standard_v1,55.858864,-4.261119,False,False,,2026-05-23T07:39:01.539502Z,GLW_Z002
GLW_B0308,standard_v1,55.860653,-4.237715,False,False,,2026-05-23T07:39:01.539514Z,GLW_Z012
GLW_B0309,ebike_v2,55.86002,-4.257303,False,False,21304,2026-05-23T07:39:01.539524Z,GLW_Z034
GLW_B0310,standard_v1,55.86955,-4.294622,False,False,,2026-05-23T07:39:01.539532Z,GLW_Z030
GLW_B0311,ebike_v2,55.866141,-4.242113,False,True,21280,2026-05-23T07:39:01.539540Z,GLW_Z055
GLW_B0312,ebike_v2,55.872178,-4.259706,False,False,10709,2026-05-23T07:39:01.539547Z,GLW_Z025
GLW_B0313,standard_v1,55.884192,-4.318427,False,False,,2026-05-23T07:39:01.539554Z,GLW_Z032
GLW_B0314,standard_v1,55.864963,-4.226951,False,False,,2026-05-23T07:39:01.539561Z,GLW_Z007
GLW_B0315,standard_v1,55.85701,-4.303204,False,False,,2026-05-23T07:39:01.539567Z,GLW_Z045
GLW_B0316,ebike_v2,55.848625,-4.271453,False,False,18305,2026-05-23T07:39:01.539574Z,GLW_Z060
GLW_B0317,ebike_v2,55.859447,-4.26118,False,False,21051,2026-05-23T07:39:01.539582Z,GLW_Z002
GLW_B0318,standard_v1,55.848772,-4.271725,False,False,,2026-05-23T07:39:01.539588Z,GLW_Z060
GLW_B0319,standard_v1,55.872249,-4.260272,False,False,,2026-05-23T07:39:01.539596Z,GLW_Z025
GLW_B0320,standard_v1,55.889233,-4.226518,False,False,,2026-05-23T07:39:01.539602Z,GLW_Z051
GLW_B0321,standard_v1,55.864935,-4.274922,False,False,,2026-05-23T07:39:01.539637Z,GLW_Z004
GLW_B0322,ebike_v2,55.828325,-4.301562,False,True,16956,2026-05-23T07:39:01.539649Z,GLW_Z040
GLW_B0323,standard_v1,55.889109,-4.226502,False,False,,2026-05-23T07:39:01.539657Z,GLW_Z051
GLW_B0324,standard_v1,55.872971,-4.254191,False,False,,2026-05-23T07:39:01.539663Z,GLW_Z028
GLW_B0325,standard_v1,55.890605,-4.3306,False,False,,2026-05-23T07:39:01.539670Z,GLW_Z019
GLW_B0326,standard_v1,55.864726,-4.329142,False,False,,2026-05-23T07:39:01.539677Z,GLW_Z046
GLW_B0327,standard_v1,55.873852,-4.237833,False,False,,2026-05-23T07:39:01.539683Z,GLW_Z006
GLW_B0328,ebike_v2,55.862245,-4.272045,False,False,11384,2026-05-23T07:39:01.539691Z,GLW_Z009
GLW_B0329,ebike_v2,55.8594,-4.260979,False,False,20623,2026-05-23T07:39:01.539704Z,GLW_Z002
GLW_B0330,standard_v1,55.848983,-4.280975,False,False,,2026-05-23T07:39:01.539711Z,GLW_Z001
GLW_B0331,standard_v1,55.877625,-4.282687,False,False,,2026-05-23T07:39:01.539717Z,GLW_Z058
GLW_B0332,standard_v1,55.875088,-4.264177,False,False,,2026-05-23T07:39:01.539724Z,GLW_Z011
GLW_B0333,ebike_v2,55.87284,-4.254304,False,False,16080,2026-05-23T07:39:01.539731Z,GLW_Z028
GLW_B0334,standard_v1,55.861081,-4.346044,False,False,,2026-05-23T07:39:01.539738Z,GLW_Z047
GLW_B0335,ebike_v2,55.850846,-4.256765,False,False,18798,2026-05-23T07:39:01.539745Z,GLW_Z020
GLW_B0336,ebike_v2,55.871095,-4.232561,False,False,12460,2026-05-23T07:39:01.539752Z,GLW_Z029
GLW_B0337,standard_v1,55.850535,-4.256441,False,False,,2026-05-23T07:39:01.539759Z,GLW_Z020
GLW_B0338,ebike_v2,55.867573,-4.300564,False,False,26870,2026-05-23T07:39:01.539766Z,GLW_Z026
GLW_B0339,ebike_v2,55.888859,-4.22629,False,False,11731,2026-05-23T07:39:01.539800Z,GLW_Z051
GLW_B0340,standard_v1,55.848362,-4.271908,False,False,,2026-05-23T07:39:01.539835Z,GLW_Z060
GLW_B0341,cargo_v1,55.86991,-4.308703,False,False,,2026-05-23T07:39:01.539846Z,GLW_Z036
GLW_B0342,ebike_v2,55.862584,-4.270775,False,False,21406,2026-05-23T07:39:01.539881Z,GLW_Z052
GLW_B0343,standard_v1,55.882316,-4.250613,False,False,,2026-05-23T07:39:01.539892Z,GLW_Z044
GLW_B0344,standard_v1,55.864611,-4.329039,False,False,,2026-05-23T07:39:01.539900Z,GLW_Z046
GLW_B0345,cargo_v1,55.884345,-4.229451,False,False,,2026-05-23T07:39:01.539931Z,GLW_Z038
GLW_B0346,ebike_v2,55.849661,-4.264848,False,False,27458,2026-05-23T07:39:01.539945Z,GLW_Z035
GLW_B0347,standard_v1,55.858304,-4.206413,False,False,,2026-05-23T07:39:01.539954Z,GLW_Z041
GLW_B0348,cargo_v1,55.875005,-4.264277,False,False,,2026-05-23T07:39:01.539962Z,GLW_Z011
GLW_B0349,ebike_v2,55.867598,-4.300571,False,False,11231,2026-05-23T07:39:01.539969Z,GLW_Z026
GLW_B0350,ebike_v2,55.870238,-4.238226,False,False,15242,2026-05-23T07:39:01.539977Z,GLW_Z017
GLW_B0351,ebike_v2,55.871156,-4.23282,False,False,12939,2026-05-23T07:39:01.539984Z,GLW_Z029
GLW_B0352,standard_v1,55.860884,-4.263903,False,False,,2026-05-23T07:39:01.540016Z,GLW_Z023
GLW_B0353,standard_v1,55.874008,-4.237589,False,False,,2026-05-23T07:39:01.540027Z,GLW_Z006
GLW_B0354,standard_v1,55.869954,-4.294668,False,False,,2026-05-23T07:39:01.540037Z,GLW_Z030
GLW_B0355,standard_v1,55.861277,-4.34597,False,False,,2026-05-23T07:39:01.540044Z,GLW_Z047
GLW_B0356,standard_v1,55.861483,-4.251761,False,False,,2026-05-23T07:39:01.540051Z,GLW_Z008
GLW_B0357,standard_v1,55.84883,-4.271785,False,False,,2026-05-23T07:39:01.540057Z,GLW_Z060
GLW_B0358,ebike_v2,55.869095,-4.308642,False,False,14107,2026-05-23T07:39:01.540065Z,GLW_Z036
GLW_B0359,ebike_v2,55.858125,-4.206571,False,False,22731,2026-05-23T07:39:01.540073Z,GLW_Z041
GLW_B0360,standard_v1,55.884489,-4.229554,False,False,,2026-05-23T07:39:01.540107Z,GLW_Z038
GLW_B0361,standard_v1,55.864723,-4.329112,False,False,,2026-05-23T07:39:01.540118Z,GLW_Z046
GLW_B0362,standard_v1,55.860562,-4.237676,False,False,,2026-05-23T07:39:01.540127Z,GLW_Z012
GLW_B0363,ebike_v2,55.883727,-4.318229,False,False,27234,2026-05-23T07:39:01.540136Z,GLW_Z032
GLW_B0364,ebike_v2,55.86102,-4.251402,False,False,31133,2026-05-23T07:39:01.540144Z,GLW_Z008
GLW_B0365,standard_v1,55.862582,-4.270828,False,False,,2026-05-23T07:39:01.540151Z,GLW_Z052
GLW_B0366,standard_v1,55.861298,-4.251723,False,False,,2026-05-23T07:39:01.540158Z,GLW_Z008
GLW_B0367,standard_v1,55.872332,-4.259889,False,False,,2026-05-23T07:39:01.540164Z,GLW_Z025
GLW_B0368,cargo_v1,55.857735,-4.206504,False,False,,2026-05-23T07:39:01.540171Z,GLW_Z041
GLW_B0369,standard_v1,55.874962,-4.264261,False,False,,2026-05-23T07:39:01.540177Z,GLW_Z011
GLW_B0370,standard_v1,55.86525,-4.275524,False,False,,2026-05-23T07:39:01.540184Z,GLW_Z004
GLW_B0371,standard_v1,55.872757,-4.260015,False,False,,2026-05-23T07:39:01.540217Z,GLW_Z025
GLW_B0372,standard_v1,55.855284,-4.261154,False,False,,2026-05-23T07:39:01.540229Z,GLW_Z027
GLW_B0373,standard_v1,55.88886,-4.226645,False,False,,2026-05-23T07:39:01.540238Z,GLW_Z051
GLW_B0374,ebike_v2,55.875056,-4.264474,False,False,24738,2026-05-23T07:39:01.540247Z,GLW_Z011
GLW_B0375,standard_v1,55.861159,-4.251854,False,False,,2026-05-23T07:39:01.540254Z,GLW_Z008
GLW_B0376,ebike_v2,55.849261,-4.26496,False,False,21931,2026-05-23T07:39:01.540261Z,GLW_Z035
GLW_B0377,standard_v1,55.864462,-4.227006,False,False,,2026-05-23T07:39:01.540268Z,GLW_Z007
GLW_B0378,ebike_v2,55.861752,-4.256807,False,False,11846,2026-05-23T07:39:01.540275Z,GLW_Z003
GLW_B0379,ebike_v2,55.862947,-4.263401,False,False,31289,2026-05-23T07:39:01.540312Z,GLW_Z050
GLW_B0380,standard_v1,55.827979,-4.30157,False,False,,2026-05-23T07:39:01.540323Z,GLW_Z040
GLW_B0381,standard_v1,55.858059,-4.255909,False,False,,2026-05-23T07:39:01.540331Z,GLW_Z014
GLW_B0382,standard_v1,55.874896,-4.264026,False,False,,2026-05-23T07:39:01.540337Z,GLW_Z011
GLW_B0383,ebike_v2,55.86541,-4.242346,False,False,32579,2026-05-23T07:39:01.540345Z,GLW_Z055
GLW_B0384,standard_v1,55.888822,-4.226473,False,False,,2026-05-23T07:39:01.540351Z,GLW_Z051
GLW_B0385,ebike_v2,55.856906,-4.303139,False,False,32951,2026-05-23T07:39:01.540359Z,GLW_Z045
GLW_B0386,ebike_v2,55.86399,-4.239689,False,False,21573,2026-05-23T07:39:01.540367Z,GLW_Z054
GLW_B0387,ebike_v2,55.871995,-4.259805,False,False,24895,2026-05-23T07:39:01.540374Z,GLW_Z025
GLW_B0388,standard_v1,55.875477,-4.2365,False,False,,2026-05-23T07:39:01.540380Z,GLW_Z048
GLW_B0389,ebike_v2,55.859668,-4.288485,False,False,23022,2026-05-23T07:39:01.540388Z,GLW_Z021
GLW_B0390,standard_v1,55.858144,-4.206558,False,False,,2026-05-23T07:39:01.540394Z,GLW_Z041
GLW_B0391,standard_v1,55.858408,-4.255698,False,False,,2026-05-23T07:39:01.540401Z,GLW_Z014
GLW_B0392,ebike_v2,55.89042,-4.330178,False,False,19263,2026-05-23T07:39:01.540434Z,GLW_Z019
GLW_B0393,standard_v1,55.877483,-4.282705,False,False,,2026-05-23T07:39:01.540447Z,GLW_Z058
GLW_B0394,standard_v1,55.870276,-4.294428,False,False,,2026-05-23T07:39:01.540457Z,GLW_Z030
GLW_B0395,standard_v1,55.872958,-4.254135,False,False,,2026-05-23T07:39:01.540465Z,GLW_Z028
GLW_B0396,standard_v1,55.875249,-4.264499,False,False,,2026-05-23T07:39:01.540471Z,GLW_Z011
GLW_B0397,standard_v1,55.873482,-4.237579,False,False,,2026-05-23T07:39:01.540478Z,GLW_Z006
GLW_B0398,standard_v1,55.850649,-4.257061,False,False,,2026-05-23T07:39:01.540485Z,GLW_Z020
GLW_B0399,standard_v1,55.864804,-4.226588,False,False,,2026-05-23T07:39:01.540519Z,GLW_Z007
GLW_B0400,standard_v1,55.88262,-4.250613,False,False,,2026-05-23T07:39:01.540553Z,GLW_Z044
