ride_id,bike_id,rider_hash,start_zone_id,end_zone_id,start_lat,start_lon,end_lat,end_lon,start_time,end_time,duration_secs,distance_m,cost_pence,was_redirected,redirect_reason,minutes_wasted
GLW_R001380,GLW_B0104,be4f734c90cb9496,GLW_Z056,GLW_Z031,55.855733,-4.304523,55.849045,-4.232329,2026-04-18T17:54:00Z,2026-04-18T18:07:56Z,836,4568,209,False,,0.0
GLW_R001381,GLW_B0039,f5c8e87512feb318,GLW_Z019,GLW_Z049,55.890083,-4.329772,55.86686,-4.260044,2026-04-16T16:32:00Z,2026-04-16T16:52:03Z,1203,5177,384,True,zone_full,5.6
GLW_R001382,GLW_B0002,69621a22267fc67c,GLW_Z029,GLW_Z057,55.870673,-4.234041,55.858555,-4.249218,2026-04-15T09:19:00Z,2026-04-15T09:27:00Z,480,1776,120,False,,0.0
GLW_R001383,GLW_B0141,8af5fecb3a06793e,GLW_Z039,GLW_Z060,55.864283,-4.27094,55.849273,-4.271956,2026-04-20T12:14:00Z,2026-04-20T12:20:52Z,412,1620,148,True,zone_full,3.0
GLW_R001384,GLW_B0200,05eb30eb883e6391,GLW_Z019,GLW_Z040,55.890753,-4.330171,55.828767,-4.301909,2026-04-25T15:14:00Z,2026-04-25T15:44:17Z,1817,7176,569,True,geofence_violation,7.7
GLW_R001385,GLW_B0399,fd8525d7de5ddc0f,GLW_Z028,GLW_Z055,55.873247,-4.254233,55.865997,-4.24142,2026-05-02T14:15:00Z,2026-05-02T14:19:28Z,268,1092,103,True,geofence_violation,2.4
GLW_R001386,GLW_B0101,3c10657f62e4e5d2,GLW_Z006,GLW_Z023,55.874178,-4.237598,55.859826,-4.264384,2026-04-16T10:34:00Z,2026-04-16T10:42:09Z,489,2185,122,False,,0.0
GLW_R001387,GLW_B0127,375b2d46fd75c445,GLW_Z033,GLW_Z043,55.880937,-4.236143,55.872721,-4.250858,2026-04-18T22:14:00Z,2026-04-18T22:20:52Z,412,1318,142,True,geofence_violation,2.6
GLW_R001388,GLW_B0206,93d111783ea80d90,GLW_Z044,GLW_Z051,55.88333,-4.250706,55.888706,-4.226384,2026-05-05T10:01:00Z,2026-05-05T10:09:32Z,512,1656,128,False,,0.0
GLW_R001389,GLW_B0097,11ec0ac370cd9576,GLW_Z049,GLW_Z042,55.865844,-4.260178,55.858938,-4.264214,2026-05-10T18:17:00Z,2026-05-10T18:21:39Z,279,828,69,False,,0.0
GLW_R001390,GLW_B0389,18fdc5dc06ba2491,GLW_Z029,GLW_Z023,55.872582,-4.232881,55.860403,-4.263117,2026-04-25T21:45:00Z,2026-04-25T21:54:41Z,581,2267,145,False,,0.0
GLW_R001391,GLW_B0260,20c462a1a75fee3e,GLW_Z015,GLW_Z049,55.861444,-4.251611,55.86637,-4.258964,2026-04-12T08:04:00Z,2026-04-12T08:07:22Z,202,715,50,False,,0.0
GLW_R001392,GLW_B0172,d8561163999e4db0,GLW_Z048,GLW_Z037,55.876102,-4.237242,55.865277,-4.285358,2026-05-19T11:59:00Z,2026-05-19T12:09:41Z,641,3164,160,False,,0.0
GLW_R001393,GLW_B0048,0985bcd8da7883e0,GLW_Z025,GLW_Z017,55.872744,-4.258917,55.869769,-4.237821,2026-05-14T06:13:00Z,2026-05-14T06:18:10Z,310,1358,151,True,geofence_violation,4.9
GLW_R001394,GLW_B0145,5fb131cf0f0e3c56,GLW_Z009,GLW_Z039,55.863146,-4.272409,55.864166,-4.271348,2026-05-05T10:06:00Z,2026-05-05T10:07:22Z,82,147,58,True,no_bikes_nearby,2.5
GLW_R001395,GLW_B0007,185e7695c9ed64b4,GLW_Z018,GLW_Z055,55.841804,-4.265422,55.865441,-4.241843,2026-05-23T02:20:00Z,2026-05-23T02:31:52Z,712,3022,274,True,no_bikes_nearby,6.4
GLW_R001396,GLW_B0316,91f29d8e003e0085,GLW_Z049,GLW_Z040,55.866763,-4.26051,55.827576,-4.302216,2026-04-28T16:44:00Z,2026-04-28T17:01:08Z,1028,4960,365,True,geofence_violation,7.2
GLW_R001397,GLW_B0236,de5bbea0e1e2726b,GLW_Z006,GLW_Z015,55.874097,-4.237862,55.861312,-4.250541,2026-05-17T06:56:00Z,2026-05-17T07:03:31Z,451,1569,112,False,,0.0
GLW_R001398,GLW_B0026,5599cba345d82684,GLW_Z060,GLW_Z044,55.848267,-4.272724,55.882136,-4.251442,2026-05-16T11:31:00Z,2026-05-16T11:50:11Z,1151,3997,356,True,geofence_violation,4.6
GLW_R001399,GLW_B0286,f2e36f4068f86efb,GLW_Z035,GLW_Z022,55.84964,-4.264809,55.854785,-4.251948,2026-05-16T17:35:00Z,2026-05-16T17:39:56Z,296,1062,74,False,,0.0
GLW_R001400,GLW_B0043,f182538f4bb87bff,GLW_Z020,GLW_Z052,55.850637,-4.256836,55.86277,-4.27187,2026-05-20T05:55:00Z,2026-05-20T06:02:08Z,428,1610,221,True,no_bikes_nearby,7.6
GLW_R001401,GLW_B0274,f86cd15c5cd8af4f,GLW_Z006,GLW_Z007,55.873671,-4.237651,55.865068,-4.225779,2026-04-19T13:05:00Z,2026-04-19T13:12:14Z,434,1243,108,False,,0.0
GLW_R001402,GLW_B0338,7401c67340bf576c,GLW_Z008,GLW_Z045,55.861589,-4.251951,55.856357,-4.303085,2026-05-07T15:25:00Z,2026-05-07T15:36:44Z,704,3236,239,True,zone_full,4.2
GLW_R001403,GLW_B0287,476457b118b7e4d7,GLW_Z007,GLW_Z051,55.8646,-4.227249,55.888282,-4.227004,2026-05-11T17:18:00Z,2026-05-11T17:27:26Z,566,2707,141,False,,0.0
GLW_R001404,GLW_B0238,5e9725f95c8c2776,GLW_Z030,GLW_Z007,55.870377,-4.293963,55.864647,-4.226132,2026-05-09T18:40:00Z,2026-05-09T18:55:57Z,957,4277,239,False,,0.0
GLW_R001405,GLW_B0090,98fdc4c41151e3aa,GLW_Z041,GLW_Z010,55.858189,-4.20692,55.854562,-4.244971,2026-05-13T17:56:00Z,2026-05-13T18:04:26Z,506,2480,126,False,,0.0
GLW_R001406,GLW_B0201,62c021f0986f295c,GLW_Z013,GLW_Z003,55.860894,-4.271945,55.861555,-4.257771,2026-05-11T13:57:00Z,2026-05-11T14:02:22Z,322,956,80,False,,0.0
GLW_R001407,GLW_B0179,04709221a2d12524,GLW_Z057,GLW_Z012,55.857881,-4.248643,55.860346,-4.237823,2026-04-26T07:36:00Z,2026-04-26T07:38:30Z,150,774,37,False,,0.0
GLW_R001408,GLW_B0103,2099fe200a5c82f6,GLW_Z028,GLW_Z011,55.872536,-4.254499,55.874758,-4.263978,2026-05-16T19:46:00Z,2026-05-16T19:49:24Z,204,657,51,False,,0.0
GLW_R001409,GLW_B0296,13b0c0ee13d29c1e,GLW_Z003,GLW_Z028,55.861067,-4.256839,55.872952,-4.255157,2026-04-28T12:17:00Z,2026-04-28T12:20:26Z,206,1226,114,True,no_bikes_nearby,4.2
GLW_R001410,GLW_B0260,7dbf6feec8c3f148,GLW_Z050,GLW_Z017,55.863124,-4.263447,55.869862,-4.238652,2026-04-30T22:52:00Z,2026-04-30T22:57:43Z,343,1746,85,False,,0.0
GLW_R001411,GLW_B0143,86447fcbbe1ab559,GLW_Z009,GLW_Z037,55.861408,-4.272632,55.865224,-4.284298,2026-05-07T13:54:00Z,2026-05-07T13:56:59Z,179,861,44,False,,0.0
GLW_R001412,GLW_B0220,4acae5fb1359763f,GLW_Z029,GLW_Z047,55.871721,-4.231843,55.860928,-4.346443,2026-04-14T17:58:00Z,2026-04-14T18:23:12Z,1512,7122,378,False,,0.0
GLW_R001413,GLW_B0086,3028ab38db53a6b4,GLW_Z050,GLW_Z002,55.863131,-4.263502,55.858019,-4.2614,2026-05-21T09:58:00Z,2026-05-21T09:59:09Z,69,438,17,False,,0.0
GLW_R001414,GLW_B0226,b499eff2596e9099,GLW_Z014,GLW_Z038,55.857843,-4.255421,55.884536,-4.230079,2026-04-25T14:55:00Z,2026-04-25T15:05:31Z,631,3369,256,True,no_bikes_nearby,6.6
GLW_R001415,GLW_B0112,e539b812f21d46c8,GLW_Z044,GLW_Z012,55.881705,-4.250549,55.860702,-4.237629,2026-05-06T09:05:00Z,2026-05-06T09:16:59Z,719,2575,265,True,geofence_violation,5.7
GLW_R001416,GLW_B0342,653b975dbd741eb5,GLW_Z055,GLW_Z017,55.866278,-4.242362,55.870769,-4.238362,2026-05-21T03:11:00Z,2026-05-21T03:13:35Z,155,543,142,True,zone_full,6.9
GLW_R001417,GLW_B0097,d342fa952989c901,GLW_Z045,GLW_Z056,55.856239,-4.302838,55.856024,-4.303606,2026-04-21T18:34:00Z,2026-04-21T18:35:07Z,67,95,16,False,,0.0
GLW_R001418,GLW_B0282,900074df1fee3a79,GLW_Z042,GLW_Z014,55.858184,-4.263372,55.857624,-4.255871,2026-05-21T20:47:00Z,2026-05-21T20:49:35Z,155,536,70,True,geofence_violation,2.1
GLW_R001419,GLW_B0283,0a46e8218b34f23d,GLW_Z026,GLW_Z034,55.866772,-4.300655,55.85962,-4.257679,2026-04-30T23:06:00Z,2026-04-30T23:17:35Z,695,2809,229,True,zone_full,3.7
GLW_R001420,GLW_B0085,d1d6524668797cd7,GLW_Z011,GLW_Z013,55.874695,-4.264479,55.861537,-4.272226,2026-05-13T18:25:00Z,2026-05-13T18:30:31Z,331,1615,82,False,,0.0
GLW_R001421,GLW_B0279,e0ef986d9a10c6c5,GLW_Z060,GLW_Z045,55.849234,-4.27142,55.855766,-4.302539,2026-04-22T09:24:00Z,2026-04-22T09:34:18Z,618,2151,154,False,,0.0
GLW_R001422,GLW_B0343,afb5d0775811e84d,GLW_Z051,GLW_Z006,55.888746,-4.226382,55.873459,-4.238346,2026-05-14T09:01:00Z,2026-05-14T09:10:37Z,577,1824,144,False,,0.0
GLW_R001423,GLW_B0379,fe29f8ce88e7a5e6,GLW_Z008,GLW_Z054,55.860702,-4.250622,55.864255,-4.240085,2026-04-18T06:44:00Z,2026-04-18T06:48:37Z,277,827,135,True,geofence_violation,4.4
GLW_R001424,GLW_B0081,5942872eff26e0fe,GLW_Z011,GLW_Z027,55.875441,-4.264402,55.855448,-4.261366,2026-05-12T06:35:00Z,2026-05-12T06:44:20Z,560,2199,236,True,geofence_violation,6.4
GLW_R001425,GLW_B0003,503f1d6b849009bc,GLW_Z009,GLW_Z018,55.862873,-4.272471,55.842274,-4.265703,2026-05-07T08:37:00Z,2026-05-07T08:46:48Z,588,2288,147,False,,0.0
GLW_R001426,GLW_B0393,d6fb49e0ef370325,GLW_Z010,GLW_Z037,55.85453,-4.245386,55.864656,-4.284321,2026-04-28T17:45:00Z,2026-04-28T17:53:41Z,521,2713,130,False,,0.0
GLW_R001427,GLW_B0019,8bcd45a1401729c6,GLW_Z032,GLW_Z044,55.883873,-4.317808,55.882404,-4.250686,2026-05-10T06:55:00Z,2026-05-10T07:11:49Z,1009,4216,252,False,,0.0
GLW_R001428,GLW_B0342,ecb79f34e5befa9a,GLW_Z029,GLW_Z019,55.871442,-4.233191,55.890227,-4.330667,2026-05-05T17:30:00Z,2026-05-05T17:59:12Z,1752,6431,438,False,,0.0
GLW_R001429,GLW_B0396,14c8d3c745bdac41,GLW_Z005,GLW_Z017,55.870812,-4.276787,55.869203,-4.239004,2026-05-14T21:06:00Z,2026-05-14T21:17:30Z,690,2446,261,True,geofence_violation,5.9
GLW_R001430,GLW_B0150,b3a9517ffff43363,GLW_Z009,GLW_Z053,55.861242,-4.273121,55.871163,-4.255702,2026-04-16T01:03:00Z,2026-04-16T01:09:32Z,392,1423,204,True,no_bikes_nearby,7.1
GLW_R001431,GLW_B0066,2261577e8cd11818,GLW_Z032,GLW_Z004,55.884407,-4.318479,55.863958,-4.274985,2026-04-27T16:19:00Z,2026-04-27T16:32:46Z,826,3437,248,True,no_bikes_nearby,2.8
GLW_R001432,GLW_B0185,f6b153924c15b7a7,GLW_Z004,GLW_Z051,55.864278,-4.274887,55.889062,-4.226419,2026-05-22T09:32:00Z,2026-05-22T09:46:36Z,876,4039,219,False,,0.0
GLW_R001433,GLW_B0041,8b8843899c693f71,GLW_Z054,GLW_Z058,55.864485,-4.240458,55.87749,-4.281961,2026-04-30T11:26:00Z,2026-04-30T11:36:02Z,602,3079,234,True,no_bikes_nearby,5.6
GLW_R001434,GLW_B0245,1a4c689b92b267e8,GLW_Z014,GLW_Z016,55.858813,-4.255686,55.862407,-4.254843,2026-05-01T20:31:00Z,2026-05-01T20:34:41Z,221,434,140,True,no_bikes_nearby,5.7
GLW_R001435,GLW_B0295,ef3f4aa45a8b6499,GLW_Z018,GLW_Z025,55.841488,-4.264861,55.872649,-4.260435,2026-04-26T12:25:00Z,2026-04-26T12:36:11Z,671,3416,167,False,,0.0
GLW_R001436,GLW_B0083,bffe6b1d872877a4,GLW_Z038,GLW_Z049,55.884457,-4.230244,55.866389,-4.259778,2026-05-06T20:13:00Z,2026-05-06T20:25:13Z,733,2786,183,False,,0.0
GLW_R001437,GLW_B0062,88dd9761ea89bb9c,GLW_Z009,GLW_Z056,55.861703,-4.272239,55.856192,-4.304119,2026-05-05T17:18:00Z,2026-05-05T17:25:12Z,432,2090,108,False,,0.0
GLW_R001438,GLW_B0392,6bbc09dfb09ac935,GLW_Z021,GLW_Z040,55.860487,-4.28804,55.827969,-4.302048,2026-05-21T18:21:00Z,2026-05-21T18:32:35Z,695,3634,173,False,,0.0
GLW_R001439,GLW_B0181,4c7b73d52bda3ea2,GLW_Z026,GLW_Z038,55.868027,-4.301007,55.884043,-4.229125,2026-05-20T09:42:00Z,2026-05-20T10:04:20Z,1340,4818,408,True,geofence_violation,4.9
GLW_R001440,GLW_B0303,a2ea4046a4e48e70,GLW_Z014,GLW_Z049,55.85804,-4.25452,55.866449,-4.259658,2026-05-07T06:34:00Z,2026-05-07T06:39:20Z,320,935,113,True,no_bikes_nearby,2.2
GLW_R001441,GLW_B0373,eb379a77857fb343,GLW_Z008,GLW_Z014,55.861722,-4.251844,55.857811,-4.255802,2026-04-26T22:02:00Z,2026-04-26T22:04:43Z,163,441,87,True,no_bikes_nearby,3.1
GLW_R001442,GLW_B0294,676fa440bf3538ea,GLW_Z001,GLW_Z013,55.848618,-4.281981,55.860734,-4.272165,2026-05-17T07:48:00Z,2026-05-17T07:52:52Z,292,1462,136,True,zone_full,4.2
GLW_R001443,GLW_B0174,8144c7a485ae8542,GLW_Z059,GLW_Z018,55.835502,-4.230422,55.841641,-4.265123,2026-05-19T15:28:00Z,2026-05-19T15:39:13Z,673,2244,168,False,,0.0
GLW_R001444,GLW_B0128,6613303147191be8,GLW_Z006,GLW_Z007,55.873497,-4.237953,55.864185,-4.226531,2026-04-12T12:00:00Z,2026-04-12T12:07:08Z,428,1243,141,True,no_bikes_nearby,2.3
GLW_R001445,GLW_B0336,b48119822b28e686,GLW_Z018,GLW_Z053,55.842012,-4.265442,55.871302,-4.255377,2026-04-14T07:37:00Z,2026-04-14T07:51:10Z,850,3289,212,False,,0.0
GLW_R001446,GLW_B0284,1ced54a09768240f,GLW_Z056,GLW_Z005,55.855658,-4.303527,55.87159,-4.277367,2026-05-17T19:55:00Z,2026-05-17T20:05:58Z,658,2389,164,False,,0.0
GLW_R001447,GLW_B0180,14327678a41a689d,GLW_Z001,GLW_Z012,55.849269,-4.280807,55.860264,-4.238213,2026-05-16T10:34:00Z,2026-05-16T10:44:15Z,615,2998,153,False,,0.0
GLW_R001448,GLW_B0399,0e8b6fb5f4d4fc3c,GLW_Z060,GLW_Z030,55.848202,-4.270721,55.869712,-4.294333,2026-05-09T06:42:00Z,2026-05-09T06:54:20Z,740,2752,233,True,geofence_violation,3.2
GLW_R001449,GLW_B0356,c89353c1bf6ceeca,GLW_Z043,GLW_Z025,55.873428,-4.251456,55.872634,-4.260276,2026-04-29T16:08:00Z,2026-04-29T16:09:44Z,104,548,143,True,no_bikes_nearby,7.8
GLW_R001450,GLW_B0357,9336eaddb3575de0,GLW_Z001,GLW_Z049,55.849599,-4.280325,55.866075,-4.260399,2026-04-29T00:53:00Z,2026-04-29T01:01:25Z,505,2313,222,True,no_bikes_nearby,6.4
GLW_R001451,GLW_B0152,17afbca189380f92,GLW_Z017,GLW_Z060,55.869964,-4.238264,55.848899,-4.27196,2026-04-25T10:39:00Z,2026-04-25T10:52:16Z,796,3165,232,True,zone_full,2.2
GLW_R001452,GLW_B0180,05cee2b896bfa417,GLW_Z045,GLW_Z016,55.856377,-4.303788,55.861845,-4.255721,2026-04-26T20:17:00Z,2026-04-26T20:32:19Z,919,3032,229,False,,0.0
GLW_R001453,GLW_B0260,933f76e418479b2b,GLW_Z024,GLW_Z035,55.879394,-4.253197,55.848775,-4.264183,2026-05-14T10:20:00Z,2026-05-14T10:34:44Z,884,3432,221,False,,0.0
GLW_R001454,GLW_B0250,82aadb15147e1e87,GLW_Z006,GLW_Z010,55.87323,-4.237383,55.854633,-4.245939,2026-05-11T19:43:00Z,2026-05-11T19:53:24Z,624,2178,156,False,,0.0
GLW_R001455,GLW_B0345,b5a1f0aca1384a77,GLW_Z045,GLW_Z048,55.856862,-4.30358,55.876866,-4.237133,2026-04-15T05:55:00Z,2026-04-15T06:16:02Z,1262,4611,431,True,no_bikes_nearby,7.7
GLW_R001456,GLW_B0354,de5bbea0e1e2726b,GLW_Z013,GLW_Z007,55.861698,-4.272395,55.864704,-4.226989,2026-05-10T17:47:00Z,2026-05-10T17:58:20Z,680,2865,170,False,,0.0
GLW_R001457,GLW_B0364,41cb602ddaf4d064,GLW_Z032,GLW_Z002,55.883811,-4.318874,55.858624,-4.260863,2026-05-16T16:11:00Z,2026-05-16T16:31:48Z,1248,4505,312,False,,0.0
GLW_R001458,GLW_B0273,498b0bd38dfa2043,GLW_Z037,GLW_Z017,55.866118,-4.285401,55.870125,-4.238166,2026-05-13T19:10:00Z,2026-05-13T19:20:53Z,653,2918,163,False,,0.0
GLW_R001459,GLW_B0236,b958e6bb1013440a,GLW_Z040,GLW_Z049,55.827739,-4.301061,55.865776,-4.26009,2026-04-29T01:03:00Z,2026-04-29T01:25:56Z,1376,4960,399,True,no_bikes_nearby,3.7
GLW_R001460,GLW_B0382,3dca05bf19b2c41c,GLW_Z032,GLW_Z034,55.883932,-4.317849,55.859867,-4.257532,2026-05-13T15:37:00Z,2026-05-13T15:52:48Z,948,4633,237,False,,0.0
GLW_R001461,GLW_B0342,d4480269c12b6f69,GLW_Z035,GLW_Z034,55.849387,-4.264582,55.859205,-4.257846,2026-05-04T08:37:00Z,2026-05-04T08:42:48Z,348,1285,87,False,,0.0
GLW_R001462,GLW_B0307,bbb12a1625b8582c,GLW_Z010,GLW_Z056,55.854946,-4.246088,55.855856,-4.30418,2026-04-26T08:45:00Z,2026-04-26T09:00:59Z,959,3648,239,False,,0.0
GLW_R001463,GLW_B0367,0a46e8218b34f23d,GLW_Z043,GLW_Z031,55.872564,-4.251253,55.848893,-4.231822,2026-05-06T10:16:00Z,2026-05-06T10:26:53Z,653,2943,163,False,,0.0
GLW_R001464,GLW_B0299,c707113ac481c7f1,GLW_Z041,GLW_Z054,55.858488,-4.207305,55.864232,-4.238683,2026-04-19T11:57:00Z,2026-04-19T12:05:02Z,482,2166,120,False,,0.0
GLW_R001465,GLW_B0146,4b4d1607f74e7e48,GLW_Z008,GLW_Z053,55.860496,-4.251254,55.870021,-4.256025,2026-04-13T07:41:00Z,2026-04-13T07:46:06Z,306,1100,76,False,,0.0
GLW_R001466,GLW_B0135,bffe6b1d872877a4,GLW_Z047,GLW_Z047,55.861405,-4.345613,55.861026,-4.346005,2026-05-01T14:40:00Z,2026-05-01T14:42:00Z,120,0,30,False,,0.0
GLW_R001467,GLW_B0023,653b975dbd741eb5,GLW_Z031,GLW_Z011,55.849698,-4.231782,55.874131,-4.264994,2026-04-16T06:34:00Z,2026-04-16T06:47:45Z,825,3529,314,True,geofence_violation,7.2
GLW_R001468,GLW_B0181,5ed44ceed8442c17,GLW_Z012,GLW_Z013,55.860872,-4.237576,55.86096,-4.272328,2026-05-18T16:50:00Z,2026-05-18T16:59:54Z,594,2146,237,True,no_bikes_nearby,5.9
GLW_R001469,GLW_B0015,4d86a30fee9a9702,GLW_Z059,GLW_Z047,55.835821,-4.231158,55.861869,-4.345522,2026-05-13T21:07:00Z,2026-05-13T21:35:32Z,1712,7709,428,False,,0.0
GLW_R001470,GLW_B0385,0df9cfe60f58446c,GLW_Z035,GLW_Z056,55.849422,-4.265221,55.855816,-4.304446,2026-04-15T14:07:00Z,2026-04-15T14:19:40Z,760,2554,301,True,no_bikes_nearby,7.4
GLW_R001471,GLW_B0398,c1033eceec9c3572,GLW_Z049,GLW_Z047,55.866196,-4.259215,55.861424,-4.345866,2026-05-09T11:07:00Z,2026-05-09T11:24:41Z,1061,5392,265,False,,0.0
GLW_R001472,GLW_B0095,05cee2b896bfa417,GLW_Z030,GLW_Z049,55.869593,-4.294495,55.865758,-4.259447,2026-05-16T16:10:00Z,2026-05-16T16:19:48Z,588,2207,247,True,no_bikes_nearby,6.7
GLW_R001473,GLW_B0318,443899c6ba9bcc63,GLW_Z033,GLW_Z008,55.880865,-4.235807,55.861902,-4.251117,2026-05-08T22:59:00Z,2026-05-08T23:08:53Z,593,2418,266,True,no_bikes_nearby,7.9
GLW_R001474,GLW_B0239,7a53cbb51910462e,GLW_Z041,GLW_Z012,55.857412,-4.20629,55.861467,-4.238471,2026-05-07T10:16:00Z,2026-05-07T10:26:16Z,616,1974,229,True,geofence_violation,5.0
GLW_R001475,GLW_B0087,88236329a6fb726b,GLW_Z043,GLW_Z040,55.872626,-4.250931,55.828503,-4.301412,2026-04-21T18:20:00Z,2026-04-21T18:40:31Z,1231,5911,351,True,geofence_violation,2.9
GLW_R001476,GLW_B0070,67c46515eb2be27d,GLW_Z038,GLW_Z051,55.884181,-4.229316,55.888479,-4.226569,2026-04-18T09:35:00Z,2026-04-18T09:37:31Z,151,521,144,True,no_bikes_nearby,7.1
GLW_R001477,GLW_B0123,a4813b8fe8d65dc8,GLW_Z060,GLW_Z012,55.848101,-4.272204,55.860007,-4.237954,2026-04-17T07:38:00Z,2026-04-17T07:49:09Z,669,2504,233,True,geofence_violation,4.4
GLW_R001478,GLW_B0312,aab08b9f726f1b10,GLW_Z028,GLW_Z048,55.872354,-4.254146,55.875231,-4.23612,2026-05-10T07:03:00Z,2026-05-10T07:08:08Z,308,1121,146,True,no_bikes_nearby,4.6
GLW_R001479,GLW_B0202,201f3ec5c3b4ad91,GLW_Z051,GLW_Z028,55.888791,-4.226654,55.872961,-4.254746,2026-05-11T07:56:00Z,2026-05-11T08:05:46Z,586,2489,146,False,,0.0
GLW_R001480,GLW_B0255,665f86d4d6c8a0df,GLW_Z055,GLW_Z054,55.86621,-4.242246,55.863937,-4.239715,2026-04-23T09:35:00Z,2026-04-23T09:36:13Z,73,257,18,False,,0.0
GLW_R001481,GLW_B0321,918237a8cca82b7d,GLW_Z026,GLW_Z016,55.867123,-4.300767,55.861921,-4.256406,2026-04-20T11:45:00Z,2026-04-20T11:59:28Z,868,2889,217,False,,0.0
GLW_R001482,GLW_B0209,a2ea4046a4e48e70,GLW_Z017,GLW_Z059,55.870501,-4.238828,55.83606,-4.231429,2026-05-22T10:48:00Z,2026-05-22T11:07:21Z,1161,3815,290,False,,0.0
GLW_R001483,GLW_B0030,1ee9cb386f34352b,GLW_Z025,GLW_Z047,55.872384,-4.259925,55.861759,-4.345299,2026-05-16T12:29:00Z,2026-05-16T12:52:54Z,1434,5495,358,False,,0.0
GLW_R001484,GLW_B0245,4043096262c3cfae,GLW_Z036,GLW_Z051,55.869393,-4.309127,55.888639,-4.226493,2026-04-18T07:33:00Z,2026-04-18T07:54:35Z,1295,5570,386,True,no_bikes_nearby,4.2
GLW_R001485,GLW_B0026,58b32067fbc43dcf,GLW_Z022,GLW_Z001,55.854386,-4.250837,55.8489,-4.280406,2026-05-22T14:03:00Z,2026-05-22T14:11:08Z,488,1972,122,False,,0.0
GLW_R001486,GLW_B0169,577db22a76b6e857,GLW_Z044,GLW_Z021,55.8826,-4.251094,55.860718,-4.288362,2026-05-09T18:26:00Z,2026-05-09T18:42:23Z,983,3453,245,False,,0.0
GLW_R001487,GLW_B0033,c29bbfb1e9fe7735,GLW_Z009,GLW_Z029,55.862159,-4.272157,55.871505,-4.233772,2026-04-18T18:46:00Z,2026-04-18T18:57:24Z,684,2653,234,True,zone_full,4.2
GLW_R001488,GLW_B0326,eecfd8650cd33b95,GLW_Z039,GLW_Z023,55.863196,-4.271127,55.86038,-4.263805,2026-05-11T07:49:00Z,2026-05-11T07:51:57Z,177,546,44,False,,0.0
GLW_R001489,GLW_B0290,2c0150212a52f12c,GLW_Z049,GLW_Z056,55.865762,-4.258884,55.856307,-4.304188,2026-05-10T08:50:00Z,2026-05-10T09:01:39Z,699,2970,174,False,,0.0
GLW_R001490,GLW_B0288,21c546225678468c,GLW_Z048,GLW_Z055,55.875616,-4.236354,55.866102,-4.243348,2026-05-10T12:49:00Z,2026-05-10T12:54:55Z,355,1137,120,True,geofence_violation,2.1
GLW_R001491,GLW_B0283,563a2e2cf3e37a41,GLW_Z057,GLW_Z004,55.858841,-4.249624,55.865726,-4.275039,2026-04-27T09:22:00Z,2026-04-27T09:31:41Z,581,1748,196,True,geofence_violation,3.4
GLW_R001492,GLW_B0387,8250dd5ebadbd02d,GLW_Z018,GLW_Z003,55.841096,-4.265087,55.862247,-4.257646,2026-04-24T15:17:00Z,2026-04-24T15:28:29Z,689,2293,292,True,no_bikes_nearby,8.0
GLW_R001493,GLW_B0334,2f3610e2a1f85b3d,GLW_Z028,GLW_Z007,55.873094,-4.254112,55.864681,-4.226618,2026-05-01T19:22:00Z,2026-05-01T19:31:20Z,560,1970,140,False,,0.0
GLW_R001494,GLW_B0197,4f4e09a46edaa135,GLW_Z036,GLW_Z053,55.869809,-4.309132,55.870848,-4.255483,2026-05-17T07:46:00Z,2026-05-17T07:58:04Z,724,3312,181,False,,0.0
GLW_R001495,GLW_B0257,87b5d01cf9e60e8b,GLW_Z016,GLW_Z035,55.861749,-4.255333,55.849357,-4.263765,2026-05-10T18:46:00Z,2026-05-10T18:52:31Z,391,1525,97,False,,0.0
GLW_R001496,GLW_B0225,3fd8ea4dee54e1dd,GLW_Z040,GLW_Z018,55.827465,-4.300536,55.841592,-4.264714,2026-05-03T17:32:00Z,2026-05-03T17:42:14Z,614,2734,153,False,,0.0
GLW_R001497,GLW_B0305,56915a7e9079bff3,GLW_Z032,GLW_Z037,55.88354,-4.318184,55.865857,-4.284307,2026-04-16T11:36:00Z,2026-04-16T11:49:45Z,825,2942,206,False,,0.0
GLW_R001498,GLW_B0159,3aa7d09257b76832,GLW_Z039,GLW_Z017,55.862579,-4.272167,55.87045,-4.238576,2026-04-14T08:29:00Z,2026-04-14T08:38:25Z,565,2183,141,False,,0.0
GLW_R001499,GLW_B0059,8f853bc93f8c0bfc,GLW_Z047,GLW_Z004,55.862013,-4.345353,55.86479,-4.275355,2026-05-13T18:14:00Z,2026-05-13T18:35:56Z,1316,4432,329,False,,0.0
GLW_R001500,GLW_B0039,53956dee214ec19f,GLW_Z044,GLW_Z003,55.882917,-4.251156,55.861887,-4.25583,2026-04-12T23:59:00Z,2026-04-13T00:10:32Z,692,2335,204,True,zone_full,2.1
GLW_R001501,GLW_B0243,5e86ad92936eb2a8,GLW_Z033,GLW_Z005,55.879279,-4.235239,55.871822,-4.277645,2026-04-19T17:34:00Z,2026-04-19T17:47:10Z,790,2825,197,False,,0.0
GLW_R001502,GLW_B0118,e84484bcb28a19cf,GLW_Z042,GLW_Z042,55.859006,-4.263258,55.858926,-4.264334,2026-05-06T09:50:00Z,2026-05-06T09:51:00Z,60,0,121,True,zone_full,7.1
